90	15	38	40	51	180	74	120	171	216	235	244	375
91	122	126	97	160	290	78	19	64	109	128	137	296
92	28	30	31	71	200	64	108	159	204	223	232	395
93	152	155	127	189	319	103	51	27	72	92	100	259
94	198	201	173	236	373	149	98	48	31	54	59	217
95	198	202	173	236	366	150	98	49	24	47	56	215
96	143	147	118	181	311	95	43	48	93	113	121	280
97	24	43	45	60	190	79	127	179	224	243	252	384
98	37	38	28	75	205	61	105	156	201	221	230	388
99	45	11	47	90	220	80	128	180	225	244	253	415
100	32	4	34	77	207	68	116	167	212	232	240	402
101	39	42	21	73	203	54	98	149	194	213	222	381
102	12	38	40	52	181	74	121	172	217	236	245	376
103	126	130	101	164	294	82	15	74	119	138	141	300
104	42	45	16	86	216	51	99	151	196	215	224	382
105	104	108	79	142	272	60	27	79	124	143	152	311
106	45	48	15	80	209	52	95	147	192	211	220	378
107	24	20	24	68	198	58	106	158	203	222	231	393
108	43	46	7	86	216	50	98	149	194	214	223	381
109	43	47	18	88	218	40	88	140	185	204	213	371
110	42	44	18	75	205	51	95	146	191	210	219	377
111	148	151	123	186	315	99	48	37	82	102	110	269
112	63	66	38	107	237	18	69	121	166	185	194	352
113	73	77	48	111	241	29	56	108	153	172	181	340
114	88	91	63	125	255	39	50	101	146	166	175	333
115	117	121	92	155	285	73	7	69	114	133	142	300
116	122	126	97	160	290	78	23	76	121	140	139	297
117	40	43	11	76	205	49	91	143	188	207	216	374
118	25	27	28	69	199	62	108	160	204	224	233	394
119	32	33	33	76	206	67	111	162	207	227	235	401
120	22	38	32	56	186	65	109	160	205	224	233	381
121	140	144	115	178	297	92	37	67	111	128	127	285
122	155	159	130	193	317	107	52	52	96	113	112	271
123	159	162	134	197	272	111	56	96	140	157	156	314
124	129	133	104	167	297	81	29	58	103	123	132	290
125	133	137	108	171	301	86	30	61	106	125	134	292
126	29	48	50	65	195	84	132	183	228	248	257	389
127	28	46	48	62	192	81	129	181	226	245	254	387
128	24	43	45	60	190	79	127	179	224	243	252	384
129	23	42	44	58	188	78	126	177	222	242	250	383
130	24	43	45	60	190	79	127	179	224	243	252	385
131	24	43	45	60	189	79	127	178	223	243	251	384
132	32	51	53	67	197	87	134	186	231	250	259	392
133	23	42	44	59	189	78	126	178	222	242	251	383
134	31	50	52	67	197	86	134	186	231	250	259	392
135	12	31	36	57	187	70	117	169	214	233	242	382
136	21	33	35	61	191	69	113	164	209	229	238	385
137	19	24	30	64	194	63	111	163	208	227	236	389
138	28	28	40	73	203	73	121	173	218	237	246	398
139	13	35	34	59	188	67	115	167	212	231	240	383
140	24	43	36	58	187	69	113	164	209	228	237	382
141	31	18	37	76	206	71	119	171	216	235	244	400
142	32	19	39	77	207	73	120	172	217	236	245	402
143	16	24	28	61	191	62	110	161	206	226	234	386
144	11	35	40	57	187	74	122	174	219	238	247	381
145	13	32	37	59	189	71	118	170	215	234	243	383
146	16	42	42	59	188	76	119	171	216	235	244	383
147	17	37	39	58	188	73	117	168	213	233	242	383
148	19	29	33	64	194	67	115	167	212	231	240	389
149	16	34	36	61	191	70	118	169	214	234	243	386
150	16	30	35	61	191	69	117	169	214	233	242	386
151	14	29	31	60	189	65	113	164	209	229	237	384
152	20	26	32	65	195	66	110	162	206	226	235	390
153	21	29	32	65	195	65	109	160	205	225	233	390
154	18	28	33	64	193	67	114	166	211	230	239	388
155	20	33	38	66	196	72	117	169	214	233	242	391
156	19	29	35	64	194	68	116	167	212	231	240	389
157	15	29	31	61	190	65	113	164	209	229	237	385
158	7	36	38	49	179	72	118	169	214	233	242	373
159	10	35	37	56	186	71	119	170	215	235	244	380
160	17	32	34	62	192	68	115	167	212	231	240	387
161	17	37	39	58	188	73	117	168	213	233	242	383
162	27	44	38	61	190	71	115	166	211	230	239	385
163	17	30	32	63	192	66	114	166	211	230	239	387
164	17	28	33	63	193	67	115	167	212	231	240	387
165	19	24	30	64	194	63	111	163	208	227	236	389
166	16	33	35	62	191	69	117	168	213	233	241	386
167	23	39	42	59	189	75	120	171	216	235	244	383
168	31	10	35	76	206	69	117	168	213	233	242	401
169	13	35	34	59	188	67	115	167	212	231	240	383
170	15	29	31	61	190	65	113	164	209	229	237	385
171	18	28	33	64	193	67	114	166	211	230	239	388
172	7	34	36	55	185	70	118	169	214	234	243	380
173	33	34	35	77	207	68	111	163	208	227	236	402
174	28	38	32	62	191	65	108	159	204	224	233	386
175	14	40	42	53	183	76	122	173	218	238	246	377
176	41	59	61	76	206	95	143	195	239	259	268	401
177	18	24	27	63	193	61	109	161	206	225	234	388
178	23	26	30	68	198	64	111	163	208	227	236	392
179	18	21	26	64	194	60	108	160	205	224	233	388
180	22	26	31	67	197	65	113	164	209	229	237	392
181	18	23	29	64	194	63	111	162	207	227	236	388
182	39	42	19	73	203	52	96	147	192	211	220	379
183	39	42	21	73	203	54	98	149	194	213	222	381
184	28	32	30	67	197	63	107	158	203	222	231	392
185	30	35	32	69	199	65	109	160	205	224	233	393
186	12	38	40	52	181	74	121	172	217	236	245	376
187	36	22	36	80	210	69	118	170	215	234	243	405
188	20	39	41	56	185	75	123	175	219	239	248	380
189	15	38	40	51	180	74	120	171	216	235	244	375
190	28	31	31	73	203	65	111	163	208	227	236	398
191	28	30	31	71	200	64	108	159	204	223	232	395
192	36	36	32	71	200	65	109	160	205	225	233	395
193	23	28	28	66	196	61	105	156	201	220	229	390
194	25	28	29	67	197	62	106	157	202	222	231	392
195	31	32	27	74	204	60	104	155	200	220	229	387
196	33	34	24	70	200	57	101	152	197	216	225	383
197	46	62	67	82	212	100	148	200	245	264	273	406
198	45	11	47	90	220	80	128	180	225	244	253	415
199	32	4	34	77	207	68	116	167	212	232	240	402
200	36	36	35	79	209	69	113	165	210	229	238	403
201	29	48	50	65	195	84	132	184	229	248	257	390
202	37	38	28	75	205	61	105	156	201	221	230	388
203	25	20	33	70	200	66	114	166	211	230	239	395
204	42	44	18	75	205	51	95	146	191	210	219	377
205	20	28	33	65	195	66	110	161	206	226	234	390
206	25	25	29	66	196	62	105	157	201	221	230	391
207	22	24	28	68	197	61	109	161	206	225	234	392
208	23	20	23	67	197	57	105	157	201	221	230	392
209	25	27	27	70	199	61	108	159	204	224	232	394
210	31	34	32	77	207	66	111	162	207	227	236	401
211	27	21	27	71	201	61	109	160	205	225	234	396
212	26	30	31	69	198	64	107	159	204	223	232	393
213	24	37	30	61	191	63	107	158	203	223	231	386
214	22	25	31	67	197	64	112	164	209	228	237	391
215	43	45	22	76	206	55	99	150	195	215	223	382
216	22	27	31	68	197	64	108	159	204	223	232	392
217	26	28	28	70	200	62	109	161	206	225	234	395
218	40	43	11	76	205	49	91	143	188	207	216	374
219	25	27	28	69	199	62	108	160	204	224	233	394
220	24	20	24	68	198	58	106	158	203	222	231	393
221	22	38	32	56	186	65	109	160	205	224	233	381
222	25	27	28	71	200	62	109	161	205	225	234	395
223	35	38	31	70	199	64	108	159	204	223	232	394
224	27	29	29	71	201	62	110	162	207	226	235	396
225	18	26	27	63	193	61	109	160	205	225	234	388
226	34	35	31	72	202	64	107	159	204	223	232	397
227	25	39	33	59	189	66	109	161	206	225	234	384
228	33	37	30	67	197	63	106	158	202	222	231	392
229	19	26	28	64	194	61	109	161	206	225	234	388
230	40	42	20	74	204	53	96	148	193	212	221	379
231	32	35	21	76	206	55	103	155	200	219	228	386
232	20	39	41	55	185	75	123	174	219	239	247	379
233	18	26	27	63	193	61	109	160	205	225	234	388
234	34	35	25	71	201	58	102	153	198	217	226	385
235	27	28	28	71	201	62	109	160	205	224	233	396
236	36	37	27	73	203	60	104	155	200	219	228	386
237	27	37	33	64	193	66	110	161	206	225	234	388
238	25	29	29	67	197	62	106	157	202	222	230	392
239	34	35	23	69	199	56	99	151	196	215	224	382
240	26	19	31	71	201	64	112	164	209	228	237	395
241	29	30	26	72	202	59	103	154	199	218	227	386
242	25	28	28	70	200	62	106	157	202	221	230	395
243	26	19	31	71	201	64	112	164	209	228	237	395
244	26	27	32	70	200	65	109	160	205	224	233	395
245	21	37	30	55	185	63	107	158	203	223	232	379
246	26	36	30	61	190	63	107	158	203	222	231	385
247	44	48	18	88	218	47	95	147	192	211	220	378
248	40	44	16	84	214	54	102	154	199	218	227	386
249	42	46	8	86	216	51	99	151	196	215	224	383
250	36	40	11	80	210	49	97	149	194	213	222	380
251	41	44	12	85	215	51	99	150	195	215	223	382
252	45	48	11	86	216	53	101	153	197	217	226	384
253	44	48	16	82	212	56	98	149	194	214	222	381
254	36	40	1	80	210	45	93	145	190	209	218	376
255	47	51	15	86	216	57	102	153	198	217	226	385
256	45	48	15	80	209	52	95	147	192	211	220	378
257	42	45	16	86	216	51	99	151	196	215	224	382
258	46	49	20	90	220	45	92	144	189	208	217	376
259	43	47	10	88	218	47	95	147	192	211	220	379
260	44	47	19	88	218	44	92	144	189	208	217	375
261	45	49	20	89	219	37	84	136	181	200	209	368
262	39	42	13	83	213	43	91	142	187	207	216	374
263	42	46	17	87	217	39	87	139	184	203	212	370
264	49	53	20	94	224	47	95	146	191	211	220	378
265	51	55	20	91	221	44	92	144	189	208	217	376
266	45	49	14	90	220	50	97	149	194	213	222	381
267	50	54	25	88	218	43	87	138	183	203	212	370
268	47	50	23	91	221	42	90	142	187	206	215	373
269	42	46	17	87	216	36	83	135	180	199	208	367
270	46	50	21	91	221	40	88	140	184	204	213	371
271	38	42	13	83	213	35	83	135	180	199	208	367
272	41	44	6	85	215	50	98	149	194	214	222	381
273	33	37	14	78	208	48	96	147	192	212	220	379
274	48	51	23	92	222	40	88	139	184	204	212	371
275	44	48	19	89	218	34	82	134	179	198	207	366
276	44	48	19	89	218	32	80	132	177	196	205	363
277	47	51	22	91	221	33	81	133	178	197	206	365
278	51	53	24	84	214	37	80	132	177	196	205	363
279	28	31	18	72	202	52	100	151	196	216	224	383
280	42	45	18	86	216	60	104	155	200	219	228	387
281	37	40	32	83	213	71	114	165	210	229	238	407
282	40	44	13	85	214	50	98	150	195	214	223	381
283	34	38	12	78	208	46	94	146	191	210	219	377
284	35	39	14	80	209	47	95	147	192	211	220	379
285	54	57	29	98	228	46	94	145	190	210	218	377
286	42	46	17	87	217	39	87	139	184	203	212	371
287	43	47	18	88	218	40	88	140	185	204	213	371
288	43	46	7	86	216	50	98	149	194	214	223	381
289	48	51	20	83	213	52	95	147	192	211	220	378
290	38	42	18	83	213	53	101	152	197	217	225	384
291	45	48	20	89	219	31	79	131	175	195	204	362
292	55	57	28	89	219	51	94	146	191	210	219	377
293	36	40	7	81	211	45	93	145	190	209	218	377
294	36	39	11	80	210	50	98	149	194	214	222	381
295	44	48	19	89	219	31	79	130	175	195	203	362
296	41	45	11	85	215	50	98	149	194	214	223	381
297	47	51	22	92	222	35	83	135	180	199	208	366
298	45	48	20	86	216	38	86	138	183	202	211	369
299	47	51	14	83	213	56	99	150	195	214	223	382
300	46	49	19	91	220	54	102	154	199	218	227	385
301	33	37	12	78	208	46	93	145	190	209	218	377
302	40	44	15	84	214	37	85	137	182	201	210	368
303	50	53	21	87	217	43	91	142	187	207	216	374
304	40	44	12	85	214	44	92	144	189	208	217	376
305	57	61	32	102	231	38	85	137	182	201	210	369
306	44	48	19	89	219	42	89	141	186	205	214	373
307	39	42	4	83	213	48	96	147	192	212	220	379
308	49	51	22	83	213	37	81	132	177	196	205	363
309	41	45	23	86	216	57	104	156	201	220	229	388
310	47	51	14	83	213	56	99	150	195	214	223	382
311	33	37	12	78	208	46	93	145	190	209	218	377
312	42	46	17	87	216	36	83	135	180	199	208	367
313	69	73	43	110	239	4	74	120	165	184	193	351
314	75	78	49	111	241	11	70	115	160	179	188	346
315	64	67	38	107	237	18	70	121	166	185	194	352
316	61	65	35	105	235	16	68	118	163	183	192	350
317	57	61	31	101	231	24	73	124	169	188	197	356
318	68	70	41	101	231	21	75	125	170	190	198	357
319	61	65	35	105	234	28	77	128	173	192	201	359
320	62	66	36	106	235	26	78	129	174	193	202	360
321	55	57	28	89	219	30	74	124	169	189	198	356
322	62	65	36	105	235	14	64	115	160	179	188	346
323	61	64	35	104	234	16	69	120	165	184	193	352
324	69	73	43	110	240	8	70	120	165	184	193	352
325	73	77	47	110	240	5	70	115	160	180	188	347
326	65	67	38	99	228	29	79	129	174	193	202	361
327	70	74	44	110	240	14	74	124	169	188	197	356
328	75	78	49	111	241	11	70	115	160	179	188	346
329	92	95	66	128	258	42	48	98	143	163	171	330
330	84	88	58	121	251	39	49	99	144	164	172	331
331	103	106	77	139	269	53	43	88	133	152	161	319
332	74	78	48	111	241	29	57	108	153	172	181	340
333	78	81	52	114	244	30	61	111	156	175	184	343
334	88	92	62	125	255	39	51	102	147	166	175	333
335	79	83	53	116	245	31	64	108	153	173	182	340
336	73	76	47	109	239	23	60	105	150	169	178	336
337	93	96	67	129	259	43	50	94	139	159	168	326
338	71	74	45	108	237	26	54	104	149	169	177	336
339	84	88	58	121	250	35	53	98	143	162	171	330
340	92	95	66	128	258	42	48	98	143	163	171	330
341	86	90	60	123	253	41	43	94	139	158	167	326
342	88	92	62	125	255	39	51	102	147	166	175	333
343	103	106	77	139	269	53	43	88	133	152	161	319
344	126	129	100	163	293	81	16	76	121	141	145	303
345	123	126	97	160	289	78	26	73	118	137	136	295
346	119	122	93	156	285	73	12	75	120	139	148	306
347	130	134	104	167	300	85	26	70	115	135	135	293
348	130	134	104	167	306	85	20	73	118	137	140	299
349	120	124	94	157	287	75	17	78	122	142	148	306
350	118	122	92	155	285	73	8	69	114	133	142	300
351	112	116	86	149	279	63	36	73	118	137	146	305
352	109	113	83	146	276	64	16	66	111	131	140	298
353	117	121	91	154	284	72	5	68	113	132	141	299
354	131	134	105	168	301	82	22	68	113	132	135	293
355	123	127	97	160	290	78	17	77	122	142	147	306
356	106	109	80	142	272	56	35	80	124	144	153	311
357	132	136	106	169	303	87	35	74	119	138	137	296
358	133	136	107	169	301	83	23	68	113	133	136	294
359	123	127	97	160	290	78	24	76	121	140	139	297
360	126	130	100	163	293	81	30	76	121	141	139	298
361	114	118	88	151	281	65	34	74	119	138	147	305
362	126	129	100	162	292	76	28	67	112	132	140	299
363	118	121	92	155	284	72	17	64	109	128	137	296
364	118	122	92	155	285	73	22	76	121	140	146	305
365	117	121	91	154	283	68	20	70	115	135	143	302
366	119	123	93	156	286	70	40	77	122	141	150	309
367	118	121	92	154	284	70	17	68	113	133	142	300
368	109	113	83	146	276	64	25	75	120	140	148	307
369	124	127	98	160	290	78	42	93	137	157	166	324
370	107	110	81	144	274	62	25	76	121	140	149	307
371	131	135	105	168	296	82	27	68	113	132	131	289
372	114	117	88	151	280	68	13	67	112	131	140	298
373	114	118	88	151	281	69	30	80	125	145	153	312
374	127	131	101	164	294	82	16	74	119	138	141	300
375	130	133	104	166	296	84	18	72	117	136	139	298
376	105	109	79	142	272	60	28	79	124	143	152	311
377	116	120	90	153	283	71	11	67	112	132	141	299
378	123	127	97	160	290	78	19	64	109	128	137	296
379	122	125	96	159	288	77	21	79	124	143	142	300
380	135	138	109	171	300	85	30	71	116	135	134	293
381	115	119	89	152	282	70	19	73	118	137	142	300
382	113	117	87	150	280	68	9	65	110	129	138	296
383	123	127	97	160	290	78	19	78	123	143	141	300
384	125	129	99	162	292	80	21	66	111	131	137	295
385	113	117	87	150	280	68	13	66	111	131	139	298
386	106	109	80	142	272	56	35	80	124	144	153	311
387	134	138	108	171	300	85	30	71	116	135	134	293
388	123	126	97	160	289	77	27	76	121	140	139	297
389	106	110	80	143	273	61	21	72	117	136	145	303
390	124	128	98	161	291	79	28	72	117	136	135	293
391	122	126	96	159	289	77	40	91	136	155	161	320
392	107	110	81	144	274	62	25	76	121	140	149	307
393	114	117	88	150	280	68	14	71	116	135	144	303
394	118	121	92	155	285	73	11	66	111	131	140	298
395	120	124	94	157	287	75	10	71	116	135	144	303
396	113	117	87	150	280	68	13	66	111	131	139	298
397	108	112	82	145	275	63	23	74	119	138	147	305
398	123	127	97	160	290	78	14	75	120	139	148	306
399	130	134	104	167	306	85	20	73	118	137	140	299
400	131	134	105	168	301	82	22	68	113	132	135	293
401	122	126	96	158	288	72	36	74	119	138	147	306
402	143	147	117	180	305	94	39	64	108	125	124	282
403	156	160	130	193	317	107	52	52	96	113	112	271
404	141	145	115	178	303	92	37	65	109	126	125	284
405	160	163	134	197	272	111	56	96	140	157	156	314
406	145	149	119	182	307	96	41	54	99	115	115	273
407	141	145	115	178	297	92	37	67	111	128	127	285
408	165	168	139	202	311	116	61	72	116	133	132	290
409	172	175	146	209	293	122	68	96	141	158	157	315
410	156	159	130	193	273	106	52	92	136	153	152	310
411	160	163	134	197	272	111	56	96	140	157	156	314
412	157	161	131	194	320	108	53	64	108	125	124	283
413	142	145	116	179	297	92	38	66	110	127	126	285
414	128	132	102	165	295	79	28	56	101	121	130	288
415	130	134	104	167	297	81	30	58	103	123	132	290
416	130	134	104	167	297	81	30	58	103	123	132	290
417	126	129	100	162	292	76	34	68	113	132	141	299
418	129	133	103	166	296	80	29	57	102	122	131	289
419	129	132	103	166	295	81	29	62	107	126	135	294
420	159	162	133	194	324	108	59	59	105	123	132	290
421	141	144	115	177	311	91	41	55	100	120	128	287
422	154	158	128	191	321	105	54	60	105	125	125	284
423	128	132	102	165	295	79	37	65	110	129	138	297
424	147	150	121	183	313	97	47	64	109	128	132	291
425	134	138	108	171	301	86	30	61	106	125	134	292
426	143	147	117	180	313	94	42	60	105	125	133	292
427	139	143	113	176	312	90	40	56	101	120	129	288
428	139	143	113	176	306	90	39	60	105	124	133	291
429	142	146	116	179	308	92	42	59	104	124	133	291
430	135	139	109	172	301	86	45	65	110	129	138	296
431	137	140	111	173	303	87	37	48	93	113	121	280
432	144	147	118	180	311	94	44	61	106	125	134	292
433	135	139	109	171	308	85	35	50	95	114	123	281
434	144	148	118	181	311	95	44	48	93	113	121	280
435	125	128	99	162	291	80	25	64	109	128	137	296
436	125	129	99	162	292	76	25	53	98	118	127	285
437	126	130	100	163	293	77	30	59	104	124	133	291
438	138	142	112	175	305	90	34	66	111	130	139	297
439	130	133	104	166	296	80	31	58	103	122	131	290
440	122	126	96	158	288	72	30	64	109	129	138	296
441	133	137	107	169	299	83	33	48	93	113	122	280
442	136	140	110	173	308	87	36	53	98	118	126	285
443	143	147	117	180	309	94	43	43	88	107	116	274
444	127	130	101	163	293	77	26	53	98	118	126	285
445	144	148	118	181	318	95	44	48	93	113	121	280
446	153	156	127	189	319	103	53	27	72	92	100	259
447	161	165	135	197	332	111	61	36	81	100	103	261
448	176	180	150	213	343	127	76	35	80	100	109	267
449	149	152	123	185	315	99	49	37	82	102	110	269
450	158	162	132	195	324	109	58	31	76	96	104	263
451	172	175	146	208	338	122	77	50	85	107	116	274
452	156	160	130	193	331	107	56	39	84	103	107	265
453	164	168	138	201	329	115	63	39	84	104	106	264
454	157	161	131	194	319	108	53	40	84	101	100	258
455	174	178	148	210	340	124	74	48	81	103	112	270
456	172	175	146	208	338	122	77	50	85	107	116	274
457	178	181	152	214	346	128	78	13	72	88	87	246
458	171	174	145	207	337	121	71	3	66	86	94	253
459	179	183	153	216	349	130	79	11	70	88	87	245
460	174	178	148	211	341	125	74	7	70	90	92	251
461	182	185	156	218	346	132	82	15	67	83	82	241
462	161	164	135	197	327	111	61	20	65	84	93	251
463	168	172	142	205	335	119	68	26	70	90	99	257
464	170	174	144	207	336	121	70	13	58	78	84	242
465	178	181	152	214	344	128	78	27	62	81	90	249
466	173	177	147	210	340	124	73	6	67	87	88	246
467	175	179	149	212	344	126	75	18	61	80	79	237
468	156	160	130	193	323	107	56	23	68	87	96	255
469	166	169	140	202	332	116	66	16	70	89	92	250
470	163	167	137	200	330	114	63	12	57	77	85	244
471	179	183	153	216	342	130	76	29	75	92	91	250
472	177	181	151	214	341	127	75	12	71	88	87	246
473	214	217	188	250	380	164	114	63	3	59	74	231
474	207	210	181	243	373	157	107	56	12	59	68	226
475	217	220	191	253	383	167	117	66	7	52	67	224
476	210	213	184	246	376	160	110	59	10	58	72	230
477	202	205	176	238	368	152	102	51	25	41	57	213
478	199	203	173	236	366	150	99	49	24	47	56	215
479	198	202	172	235	365	149	98	47	31	53	57	216
480	196	199	170	232	362	146	96	45	39	63	72	231
481	188	192	162	225	355	139	88	38	38	58	67	225
482	201	205	175	237	369	151	101	50	40	61	58	217
483	183	186	157	219	349	133	83	32	50	70	74	233
484	202	205	176	238	371	152	102	51	35	55	54	212
485	199	202	173	235	373	149	99	48	31	54	59	217
486	182	185	156	218	348	132	82	31	49	69	77	236
487	210	213	184	246	380	160	110	59	33	46	50	208
488	206	210	180	243	375	157	106	56	33	47	45	204
489	209	213	183	245	375	159	109	58	9	54	70	227
490	197	200	171	233	363	147	97	46	22	45	59	217
491	198	202	172	235	365	149	98	48	30	53	57	216
492	205	208	179	241	371	155	105	54	18	54	66	224
493	199	203	173	236	366	150	99	49	27	49	62	220
494	206	209	180	242	372	156	106	55	14	57	67	225
495	219	222	193	255	385	169	119	68	6	55	71	228
496	208	212	182	245	375	159	108	58	11	48	64	220
497	178	182	152	215	345	129	78	27	44	64	72	231
498	200	203	174	236	366	150	100	49	22	53	61	219
499	197	201	171	234	364	148	97	47	35	57	61	220
500	184	187	158	220	350	134	84	32	56	73	72	230
501	203	207	177	240	370	154	103	53	18	41	57	213
502	214	217	188	250	380	164	114	63	3	59	74	231
503	212	216	186	249	379	163	112	62	14	46	61	218
504	238	242	212	274	386	188	138	87	60	10	50	196
505	227	231	201	264	391	178	127	77	49	29	51	201
506	227	231	201	264	384	177	127	76	49	22	38	194
507	218	221	192	254	384	168	118	67	40	33	53	205
508	214	218	188	251	381	165	114	64	34	36	57	208
509	248	252	222	285	372	199	148	98	70	35	40	182
510	231	235	205	268	388	181	131	80	60	41	40	199
511	227	231	201	264	378	178	127	76	49	14	34	188
512	234	238	208	271	382	185	134	84	56	4	47	193
513	221	224	195	257	383	171	121	70	42	21	45	193
514	235	238	209	271	376	185	135	84	57	21	29	186
515	228	232	202	265	379	179	128	78	50	13	37	189
516	232	235	206	268	386	182	132	81	54	26	36	197
517	218	221	192	254	389	168	118	67	40	30	41	199
518	222	225	196	258	391	172	122	71	43	30	46	202
519	220	224	194	257	392	171	120	69	42	30	51	203
520	244	248	218	281	375	195	144	94	73	47	1	185
521	240	244	214	277	368	191	140	90	69	41	6	178
522	241	245	215	278	369	192	141	91	70	41	22	179
523	265	269	239	301	332	215	165	114	93	57	48	142
524	247	251	221	284	377	198	147	96	73	40	7	187
525	247	250	221	283	369	197	147	96	69	33	15	180
526	375	400	374	346	191	351	300	250	228	192	183	10
527	188	213	214	160	4	247	292	342	387	384	374	199
528	193	219	219	165	10	253	297	347	392	377	367	194
529	186	212	213	158	12	246	291	341	386	383	373	200
530	189	215	216	161	7	249	294	344	389	380	371	198
531	176	202	202	148	11	235	280	330	375	388	378	205
532	189	215	216	161	6	249	294	344	389	379	370	196
533	189	215	216	161	11	249	294	344	389	378	368	195
534	54	79	80	4	152	113	158	208	253	273	281	347
535	50	76	77	7	153	110	154	205	250	269	278	348
536	44	70	71	29	159	104	149	199	244	263	272	353
